protocol_id,protocol_name,core_eligible,core_universe_status,terminal_risk,stage2_terminal_mode_prob,composite_terminal_prob,composite_watch_band,decay_mode,evidence_level,evidence_summary,address_registry_status,candidate_address,candidate_source,adapter_address,adapter_role,adapter_evidence_status,adapter_source_type,adapter_source_note,validation_status,current_avax_core_tvl,current_total_core_tvl,current_avax_share,migrated_candidate,reason_1,reason_2,reason_3
guru-network-classic,Guru Network Classic,1,core_eligible,0.6093901315923482,0.0595588325320382,0.0362945647941854,monitor,multichain_relocation,methodology_backed,"Adapter methodology states direct on-chain storage of quantity, pools and prices across contracts.",mapped_no_code,0xf43Cc235E686d7BC513F53Fbffb61F760c3a1882,address_field_fantom,,,,adapter_onchain_aggregate,"Adapter methodology states direct on-chain storage of quantity, pools and prices across contracts.",no_code_on_avax,68.96964,3233053.02213,2.133266591296465e-05,1,early drawdown stayed high,active-day density stayed low,peak arrived too early
gyroscope-protocol,Gyroscope Protocol,1,core_eligible,0.0399838214344375,0.076421123525331,0.0030556085568559,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,15900.19508,1808656.58989,0.0087911631035314,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
hakuswap,HakuSwap,1,core_eligible,0.482311076028084,0.0204782048038165,0.0098768649940522,monitor,native_revival_or_threshold_boundary,address_registered,Avalanche contract address confirmed and live code detected on C-Chain.,mapped_live_code,0x695Fa794d59106cEbd40ab5f5cA19F458c723829,payload_field_confirmed,0x695Fa794d59106cEbd40ab5f5cA19F458c723829,payload_explicit_avax_address,mapped_live_code,,,,26074.3556,26074.3556,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
hashflow,Hashflow,1,core_eligible,,0.1653972060260408,,,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,10243.31852,582462.77663,0.0175862199800398,0,,,
hedgefarm,HedgeFarm,1,core_eligible,0.1685032705640591,0.164079050768252,0.0276478566854967,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,36363.84572,36363.84572,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
hermes-finance,Hermes Finance,1,core_eligible,0.9986659477246425,0.9996838323353292,0.9983502018441642,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
homora-v2,Homora V2,1,core_eligible,0.0380926661981455,0.0254056427234058,0.000967768667812,monitor,native_revival_or_threshold_boundary,methodology_backed,"Adapter defines explicit avax Homora V2 APIs, graph endpoints and pool configs, then aggregates collateral and safebox balances.",missing_address,,,,,,adapter_onchain_aggregate,"Adapter defines explicit avax Homora V2 APIs, graph endpoints and pool configs, then aggregates collateral and safebox balances.",,397914.70785,110273717.07445998,0.0036084274513147,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
honeyfarm,HoneyFarm,1,core_eligible,0.9950621487120734,0.9996838323353292,0.9947475422363128,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
hot-takes,Hot Takes,1,core_eligible,0.9062439707339824,0.9934320533881436,0.9002918087168849,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,612.98383,612.98383,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
hubble-exchange,Hubble Exchange,1,core_eligible,0.1825232596136901,0.0188207945128871,0.0034352327630116,monitor,native_revival_or_threshold_boundary,methodology_backed,Adapter defines Avalanche token-owner pairs directly and sums collateral balances on-chain.,missing_address,,,,,,adapter_onchain_aggregate,Adapter defines Avalanche token-owner pairs directly and sums collateral balances on-chain.,,78486.07253,78486.07253,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
hunnyswap,HunnySwap,1,core_eligible,0.1705701715064645,0.059381330907766,0.0101286837972197,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,58957.31232,58957.31232,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
hurricaneswap,HurricaneSwap,1,core_eligible,0.619384244884771,0.018128145458375,0.0112282876858969,monitor,native_revival_or_threshold_boundary,address_registered,Avalanche contract address confirmed and live code detected on C-Chain.,mapped_live_code,0x45C13620B55C35A5f539d26E88247011Eb10fDbd,payload_field_confirmed,0x45C13620B55C35A5f539d26E88247011Eb10fDbd,payload_explicit_avax_address,mapped_live_code,,,,39636.86462,39636.86462,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
hypha,Hypha,1,core_eligible,0.0831503076299353,0.1363519459330548,0.0113377062502738,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,21940600.24524,21940600.24524,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
ice-dao,Ice DAO,1,core_eligible,0.878467543165912,0.9951886069984304,0.8742408905766175,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
icecream-finance,IceCream Finance,1,core_eligible,0.9986652436781688,0.9996838323353292,0.9983494980202874,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
impermax-v2,Impermax V2,1,core_eligible,0.0732167354510214,0.032066252170234,0.0023477863020537,monitor,native_revival_or_threshold_boundary,address_registered,Avalanche contract address confirmed and live code detected on C-Chain.,mapped_live_code,0xf655c8567e0f213e6c634cd2a68d992152161dc6,payload_field_confirmed,0xf655c8567e0f213e6c634cd2a68d992152161dc6,payload_explicit_avax_address,mapped_live_code,adapter_onchain_aggregate,Adapter defines explicit Avalanche factory contracts and aggregates lending-pool balances via Impermax helper calls.,,90752.9117,756979.99073,0.1198881249324459,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
impossible-finance,Impossible Finance,1,core_eligible,0.8093603451954898,0.8316152751464582,0.6730764261623796,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,2.19031,174099.92435000002,1.2580763651549514e-05,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
incognito,Incognito,1,core_eligible,0.9797273638766184,0.9892921654797834,0.9692366053892996,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,58.50671,127.11726,0.4602577966202229,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
insurace,InsurAce,1,core_eligible,0.0508507668749348,0.0444226536618806,0.0022589260053262,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,10166.12817,136311.94272,0.0745798788216405,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
ipor-fusion,IPOR Fusion,0,data_incomplete,,,,data_incomplete,data_incomplete,not_eligible,Insufficient source data for core classification.,missing_address,,,,,,,,,,,,0,,,
iron-bank,Iron Bank,1,core_eligible,0.3205221054873741,0.0229832170460289,0.0073666291184664,monitor,native_revival_or_threshold_boundary,methodology_backed,"Source payload contains explicit Avalanche token-level TVL history plus separate Avalanche-borrowed history, even though the current adapter path is unresolved.",missing_address,,,,,,payload_chain_specific,"Source payload contains explicit Avalanche token-level TVL history plus separate Avalanche-borrowed history, even though the current adapter path is unresolved.",,55547.11427,213607.74886,0.2600425994208944,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
iron-finance,Iron Finance,1,core_eligible,0.7462605174701484,0.7568440743187135,0.5648028505452986,elevated,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,29.83632,315821.01045,9.447224539459071e-05,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
jarvis-network,Jarvis Network,1,core_eligible,0.8925043559877976,0.7591389098647208,0.6775347838540914,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,322.92685,292517.80882,0.0011039562045903,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
joe-dex,Joe DEX,1,core_eligible,0.3091080778880475,0.0112111109983815,0.0034654449716992,monitor,native_revival_or_threshold_boundary,address_registered,Avalanche contract address confirmed and live code detected on C-Chain.,mapped_live_code,0x6e84a6216ea6dacc71ee8e6b0a5b7322eebc0fdd,payload_field_confirmed,0x6e84a6216ea6dacc71ee8e6b0a5b7322eebc0fdd,payload_explicit_avax_address,mapped_live_code,adapter_subgraph,Adapter states Avalanche liquidity is sourced from Trader Joe exchange subgraph plus staking contract balances.,,13418789.2844,13490807.7557,0.994661663511618,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
joe-lend,Joe Lend,1,core_eligible,0.1165387826926484,0.0729910244426454,0.0085062851360352,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,2379149.50193,2379149.50193,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
joe-stek,Joe Stek,1,core_eligible,0.7043631900294238,0.0389458242641501,0.0274320050170221,monitor,native_revival_or_threshold_boundary,address_registered,Avalanche contract address confirmed and live code detected on C-Chain.,mapped_live_code,0x6e84a6216ea6dacc71ee8e6b0a5b7322eebc0fdd,payload_field_confirmed,0x6e84a6216ea6dacc71ee8e6b0a5b7322eebc0fdd,payload_explicit_avax_address,mapped_live_code,,,,40194.23967,40194.23967,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
joe-v2,Joe V2,1,core_eligible,0.1819948847567094,0.022338407545724,0.0040654759069324,monitor,native_revival_or_threshold_boundary,address_registered,Avalanche contract address confirmed and live code detected on C-Chain.,mapped_live_code,0x6e84a6216ea6dacc71ee8e6b0a5b7322eebc0fdd,payload_field_confirmed,0x6e84a6216ea6dacc71ee8e6b0a5b7322eebc0fdd,payload_explicit_avax_address,mapped_live_code,adapter_onchain_aggregate,Adapter enumerates Avalanche Liquidity Book pairs from factory contracts and sums token balances on-chain.,,98173.04326,165505.88796000002,0.5931694906451109,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
joe-v2.1,Joe V2.1,1,core_eligible,0.0369300376575906,0.0293306731730976,0.0010831828648049,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,2773204.2633,3975091.05464,0.6976454690422563,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
joe-v2.2,Joe V2.2,1,core_eligible,0.0560262513879105,0.1117104485733711,0.0062587176744279,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,27538439.05425,30325538.47467,0.90809398412668,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
k3-capital,K3 Capital,1,core_eligible,0.0645857600147979,0.0947272517560295,0.0061180315487762,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,16030519.21008,218277051.91457,0.0734411568667973,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
kalmy-app,Kalmy App,1,core_eligible,0.53656673084398,0.8465724192459643,0.4542425954174863,elevated,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,32795.44231,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
kandyland-finance,Kandyland Finance,1,core_eligible,0.9804810785587984,1.0,0.9804810785587984,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
karma-dao,Karma DAO,1,core_eligible,0.9874086809545954,0.9982522893772892,0.9856829763139344,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
kassandra-dao,Kassandra DAO,1,core_eligible,0.2544678266280667,0.9000622134401166,0.2290368752841535,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,691.58966,854.1287599999999,0.809701876798997,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
kayak-v2,Kayak V2,1,core_eligible,0.9570568616631006,0.9970201356025,0.9542049619946478,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,844.65023,844.65023,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
kewl-exchange,KEWL EXCHANGE,1,core_eligible,0.8733722963871166,0.9416728920165534,0.8224310161459945,terminal_risk,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,0.28538,31640.55493,9.019437258017776e-06,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
keyring,Keyring,1,core_eligible,0.1439657326406002,0.2296798041766678,0.0330660212810435,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,6224534.89963,6224534.89963,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
kine-finance,Kine Finance,1,core_eligible,0.0363972471021604,0.054669917549188,0.0019898344980925,monitor,avax_side_decay_but_globally_alive,address_registered,"Avalanche contract address confirmed and live code detected on C-Chain, while Avalanche share remains materially weaker than global TVL.",mapped_live_code,0x0ec3126390c606be63a0fa6585e68075f06679c6,adapter_source,0x0ec3126390c606be63a0fa6585e68075f06679c6,avax_comptroller_from_adapter,mapped_live_code,adapter_onchain_aggregate,"Adapter has an explicit avax Compound-style comptroller and cether configuration, confirming Avalanche lending support in source code.",,966.0513,1013591.70962,0.0009530970812322,1,early drawdown stayed high,active-day density stayed low,peak arrived too early
kitty-finance,Kitty Finance,1,core_eligible,0.9970056908290056,0.9996838323353292,0.9966904698680727,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
kuu-finance,Kuu Finance,1,core_eligible,0.8205690114537563,0.2406861450187601,0.1974995920886594,monitor,native_revival_or_threshold_boundary,methodology_backed,"Source payload contains a dedicated Avalanche token and TVL history series, despite missing contract address metadata in the current payload.",missing_address,,none_found,,,,payload_chain_specific,"Source payload contains a dedicated Avalanche token and TVL history series, despite missing contract address metadata in the current payload.",address_unavailable,11300.58013,11300.58013,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
kyberswap-classic,KyberSwap Classic,1,core_eligible,0.1037715282472122,0.009757479279571,0.0010125485366815,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,69499.49861,1038016.88744,0.0669541116825204,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
kyberswap-elastic,KyberSwap Elastic,1,core_eligible,0.2511419255772176,0.1031265261390478,0.0258993943526497,monitor,multichain_relocation,methodology_backed,Adapter fetches Avalanche TVL from KyberSwap Avalanche subgraph endpoints.,mapped_no_code,0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202,address_field_bare,,,,adapter_subgraph,Adapter fetches Avalanche TVL from KyberSwap Avalanche subgraph endpoints.,no_code_on_avax,386.80603,120669.15507,0.0032055087298457,1,early drawdown stayed high,active-day density stayed low,peak arrived too early
lagoon,Lagoon,1,core_eligible,0.3109101431723971,0.0725070399530699,0.0225431741728156,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,4435506.59678,122856655.33546002,0.0361031039357929,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
lama-miner,Lama Miner,1,core_eligible,0.9488555193922372,0.9939721435274008,0.9431359545081074,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.08135,0.08135,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
leech-protocol,Leech Protocol,1,core_eligible,0.9846531199578008,0.9992542372881356,0.9839188023768154,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,9.46296,3503.12041,0.0027012945295819,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
life-dao,Life DAO,1,core_eligible,0.903612795908776,1.0,0.903612795908776,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,69.50376,69.50376,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
louverture,Louverture,1,core_eligible,0.9957493225924812,0.9996838323353292,0.9954344988545596,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
lydia,Lydia,1,core_eligible,0.7436348773412778,0.0240950569393704,0.0179179247116398,monitor,native_revival_or_threshold_boundary,address_registered,Avalanche contract address confirmed and live code detected on C-Chain.,mapped_live_code,0x4c9b4e1ac6f24cde3660d5e4ef1ebf77c710c084,payload_field_confirmed,0x4c9b4e1ac6f24cde3660d5e4ef1ebf77c710c084,payload_explicit_avax_address,mapped_live_code,,,,49559.26902,49559.26902,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
magic-square,Magic Square,1,core_eligible,0.9908334195396268,0.8708858677395517,0.862902822361115,terminal_risk,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,335.618,11833.71457,0.02836117079001,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
magik-farm,Magik Farm,1,core_eligible,0.5802387444498203,0.950824878212306,0.5517054335255617,elevated,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,2969.78172,3762.76933,0.7892542591761796,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
magnet-dao,Magnet DAO,1,core_eligible,0.9514446600616822,1.0,0.9514446600616822,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.65951,0.65951,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
marginswap,MarginSwap,1,core_eligible,0.1384129591460644,0.9187171670746822,0.127162361713096,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
maximizer,Maximizer,1,core_eligible,0.5239007461874223,0.978929396566187,0.5128618413258285,elevated,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.45728,0.45728,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
meow-miner,Meow Miner,1,core_eligible,0.945739602233628,0.9986890130353818,0.9444997499431764,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0351,0.0351,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
mev-capital,MEV Capital,1,core_eligible,0.3195270730729051,0.1002257289825006,0.0320248338283766,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,231138997.8761,326406161.66052,0.7081330716927366,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
midasdao,MidasDAO,1,core_eligible,0.860745813377815,0.9981678175350492,0.8591687699917643,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
mint-club-v2,Mint Club V2,1,core_eligible,0.4335187709963256,0.0453579736255315,0.0196635329810241,monitor,multichain_relocation,methodology_backed,Adapter aggregates bonding-curve and staking balances on-chain with sumTokens2.,missing_address,,,,,,adapter_onchain_aggregate,Adapter aggregates bonding-curve and staking balances on-chain with sumTokens2.,,521.6434,730120.6565699999,0.0007144619116114,1,early drawdown stayed high,active-day density stayed low,peak arrived too early
mintswap,MintSwap,1,core_eligible,0.9789207196043742,0.9809999792637456,0.960321205632742,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,1231.18523,1231.18523,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
monocerus,Monocerus,1,core_eligible,0.9930016663989109,0.9952701706601864,0.9883049379826934,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,198.00357,202.82513,0.9762279950221158,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
monroe-protocol,Monroe Protocol,1,core_eligible,0.8726053550188472,0.9829747969684214,0.8577490716832086,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,3911.35342,5008.26052,0.7809804231190434,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
moremoney,Moremoney,1,core_eligible,0.6820922739031383,0.9522122076568724,0.6494965899590035,elevated,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,7473.88535,7473.88535,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
mozaic,Mozaic,1,core_eligible,0.9460671154698288,0.983503058581679,0.930459901688123,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,1189.0275,7439.87036,0.1598183089846205,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
multi-chain-miner,Multi-Chain Miner,1,core_eligible,0.6297806334214505,0.9958625666375776,0.627174958017725,elevated,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.10531,2.94466,0.0357630422527558,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
multipli.fi,Multipli.fi,1,core_eligible,0.3118721297291167,0.0980798754336459,0.0305883796350576,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,15715.89281,342521093.07653004,4.588299269058029e-05,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
mushrooms-finance,Mushrooms Finance,1,core_eligible,0.8513573312082602,0.252925476995849,0.2153299590897622,monitor,native_revival_or_threshold_boundary,address_registered,Avalanche contract address confirmed and live code detected on C-Chain.,mapped_live_code,0xa33b55d868e57b20df957ddc2f044f09f676967b,adapter_source,0xa33b55d868e57b20df957ddc2f044f09f676967b,avax_vault_from_adapter,mapped_live_code,adapter_onchain_aggregate,Adapter includes a dedicated avax vault list and sums ERC4626 vault assets directly from Avalanche vault contracts.,no_code_on_avax,15189.59023,28540.8594,0.5322050754365161,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
mux-perps,MUX Perps,1,core_eligible,0.0966292206654676,0.0662508480505882,0.0064017678155546,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,389034.60012,8962580.097199999,0.043406540962634,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
napier,Napier,1,core_eligible,0.942706789738786,0.7845099970130054,0.7395629008021148,terminal_risk,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,0.0,298243.87330000004,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
native-swap,Native Swap,1,core_eligible,0.0599428685206219,0.927816219072042,0.0556159656311359,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,1.8334,4513.66949,0.0004061883582885,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
nereus-finance,Nereus Finance,1,core_eligible,0.3307717695909519,0.0552352379495168,0.0182702574003389,monitor,native_revival_or_threshold_boundary,address_registered,Avalanche contract address confirmed and live code detected on C-Chain.,mapped_live_code,0xfcDe4A87b8b6FA58326BB462882f1778158B02F1,payload_field_confirmed,0xfcDe4A87b8b6FA58326BB462882f1778158B02F1,payload_explicit_avax_address,mapped_live_code,,,,73744.42467,73744.42467,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
nested,Nested,1,core_eligible,0.1066141303680282,0.0422925004241046,0.0045089781538053,monitor,avax_side_decay_but_globally_alive,address_registered,"Avalanche contract address confirmed and live code detected on C-Chain, while Avalanche share remains materially weaker than global TVL.",mapped_live_code,0x150fb0Cfa5bF3D4023bA198C725b6DCBc1577f21,adapter_source,0x150fb0Cfa5bF3D4023bA198C725b6DCBc1577f21,avax_reserve_from_adapter,mapped_live_code,adapter_onchain_aggregate,Adapter exposes an avax reserve contract and counts Avalanche-side assets held in the NestedReserve contract.,,5684.09007,140517.97454999998,0.0404509820768691,1,early drawdown stayed high,active-day density stayed low,peak arrived too early
noaharkdao,NoahArkDAO,1,core_eligible,0.7645912095166232,0.9992542372881356,0.7640210059027464,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,15.54072,15.54072,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
nodo,NODO,1,core_eligible,0.90513985763696,0.9974551764025448,0.9028364363682484,terminal_risk,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,0.00833,0.84549,0.0098522750121231,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
nord-finance,Nord Finance,1,core_eligible,0.9752293086217898,0.9966299284461912,0.971942716070363,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,101.40761,5071.34697,0.0199961885076855,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
north-pole,North Pole,1,core_eligible,0.9889527437920212,0.99775959525207,0.9867370893693512,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,698.50267,698.50267,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
o2-dao,O2 DAO,1,core_eligible,0.9986821252472092,0.9996838323353292,0.9983663742519212,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
oddz,Oddz,1,core_eligible,0.0879640984417998,0.1317592749313404,0.0115900858306805,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,59193.24177,59199.59287,0.9998927171676004,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
oh-finance,Oh Finance,1,core_eligible,0.6515502509624161,0.9733665440808458,0.6341972160742948,elevated,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,2666.23988,3036.08206,0.878184392684037,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
olive-cash,Olive Cash,1,core_eligible,0.7561246566542801,0.0667056373739745,0.0504377771563014,monitor,native_revival_or_threshold_boundary,weak_onchain_support,Avalanche contract shows medium-window activity (18 logs) but weak very recent activity.,mapped_live_code,0x617724974218A18769020A70162165A539c07E8a,address_field_avax,,,,,,revival_weak_evidence,24472.93823,93670.39174,0.2612665301745432,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
omni-exchange-flux,Omni Exchange Flux,1,core_eligible,0.9468636480417808,0.9935320933927289,0.9407394223964264,terminal_risk,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,13.36378,718.7416499999999,0.0185933012230472,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
omni-exchange-v2,Omni Exchange V2,1,core_eligible,0.8612335100325674,0.98689842903418,0.8499499980827334,terminal_risk,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,8.4203,4710.273810000001,0.0017876455466609,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
